experiment_id,priority,experiment_group,dataset,target,method,model,seed,selection_protocol,train_domains,validation_domain,epochs,batch_size,result_path,diagnostics_path,save_checkpoint,status,gpu,attempts,exit_code,error
formal_pacs_vit_small_cgc_Cartoon_2027,11,formal_cgc,pacs,Cartoon,cgc,vit-small,2027,fixed_source_validation,,,30,64,runs/cgc_v2/formal_cgc/pacs/vit-small/cgc/Cartoon/2027/pacs_Cartoon_vit-small_cgc_seed2027.json,results/cgc_diagnostics/formal_cgc/pacs/vit-small/cgc/Cartoon/2027,1,complete,2,1,0,
formal_pacs_vit_small_cgc_Sketch_42,11,formal_cgc,pacs,Sketch,cgc,vit-small,42,fixed_source_validation,,,30,64,runs/cgc_v2/formal_cgc/pacs/vit-small/cgc/Sketch/42/pacs_Sketch_vit-small_cgc_seed42.json,results/cgc_diagnostics/formal_cgc/pacs/vit-small/cgc/Sketch/42,1,complete,0,1,0,
formal_pacs_vit_small_cgc_Sketch_123,11,formal_cgc,pacs,Sketch,cgc,vit-small,123,fixed_source_validation,,,30,64,runs/cgc_v2/formal_cgc/pacs/vit-small/cgc/Sketch/123/pacs_Sketch_vit-small_cgc_seed123.json,results/cgc_diagnostics/formal_cgc/pacs/vit-small/cgc/Sketch/123,1,complete,2,1,0,
formal_pacs_vit_small_cgc_Sketch_3407,11,formal_cgc,pacs,Sketch,cgc,vit-small,3407,fixed_source_validation,,,30,64,runs/cgc_v2/formal_cgc/pacs/vit-small/cgc/Sketch/3407/pacs_Sketch_vit-small_cgc_seed3407.json,results/cgc_diagnostics/formal_cgc/pacs/vit-small/cgc/Sketch/3407,1,complete,1,1,0,
formal_pacs_vit_small_cgc_Sketch_2026,11,formal_cgc,pacs,Sketch,cgc,vit-small,2026,fixed_source_validation,,,30,64,runs/cgc_v2/formal_cgc/pacs/vit-small/cgc/Sketch/2026/pacs_Sketch_vit-small_cgc_seed2026.json,results/cgc_diagnostics/formal_cgc/pacs/vit-small/cgc/Sketch/2026,1,complete,1,1,0,
formal_pacs_vit_small_cgc_Sketch_2027,11,formal_cgc,pacs,Sketch,cgc,vit-small,2027,fixed_source_validation,,,30,64,runs/cgc_v2/formal_cgc/pacs/vit-small/cgc/Sketch/2027/pacs_Sketch_vit-small_cgc_seed2027.json,results/cgc_diagnostics/formal_cgc/pacs/vit-small/cgc/Sketch/2027,1,complete,2,1,0,
formal_pacs_resnet50_mean_teacher_Photo_42,20,teacher,pacs,Photo,mean_teacher,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Photo/42/pacs_Photo_resnet50_mean_teacher_seed42.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Photo/42,1,complete,2,1,0,
formal_pacs_resnet50_mean_teacher_Photo_123,20,teacher,pacs,Photo,mean_teacher,resnet50,123,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Photo/123/pacs_Photo_resnet50_mean_teacher_seed123.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Photo/123,1,complete,0,1,0,
formal_pacs_resnet50_mean_teacher_Photo_3407,20,teacher,pacs,Photo,mean_teacher,resnet50,3407,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Photo/3407/pacs_Photo_resnet50_mean_teacher_seed3407.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Photo/3407,1,complete,0,1,0,
formal_pacs_resnet50_mean_teacher_Photo_2026,20,teacher,pacs,Photo,mean_teacher,resnet50,2026,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Photo/2026/pacs_Photo_resnet50_mean_teacher_seed2026.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Photo/2026,1,complete,0,1,0,
formal_pacs_resnet50_mean_teacher_Photo_2027,20,teacher,pacs,Photo,mean_teacher,resnet50,2027,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Photo/2027/pacs_Photo_resnet50_mean_teacher_seed2027.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Photo/2027,1,complete,1,1,0,
formal_pacs_resnet50_mean_teacher_Art_Painting_42,20,teacher,pacs,Art_Painting,mean_teacher,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Art_Painting/42/pacs_Art_Painting_resnet50_mean_teacher_seed42.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Art_Painting/42,1,complete,1,1,0,
formal_pacs_resnet50_mean_teacher_Art_Painting_123,20,teacher,pacs,Art_Painting,mean_teacher,resnet50,123,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Art_Painting/123/pacs_Art_Painting_resnet50_mean_teacher_seed123.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Art_Painting/123,1,complete,0,1,0,
formal_pacs_resnet50_mean_teacher_Art_Painting_3407,20,teacher,pacs,Art_Painting,mean_teacher,resnet50,3407,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Art_Painting/3407/pacs_Art_Painting_resnet50_mean_teacher_seed3407.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Art_Painting/3407,1,complete,2,1,0,
formal_pacs_resnet50_mean_teacher_Art_Painting_2026,20,teacher,pacs,Art_Painting,mean_teacher,resnet50,2026,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Art_Painting/2026/pacs_Art_Painting_resnet50_mean_teacher_seed2026.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Art_Painting/2026,1,complete,2,1,0,
formal_pacs_resnet50_mean_teacher_Art_Painting_2027,20,teacher,pacs,Art_Painting,mean_teacher,resnet50,2027,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Art_Painting/2027/pacs_Art_Painting_resnet50_mean_teacher_seed2027.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Art_Painting/2027,1,complete,1,1,0,
formal_pacs_resnet50_mean_teacher_Cartoon_42,20,teacher,pacs,Cartoon,mean_teacher,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Cartoon/42/pacs_Cartoon_resnet50_mean_teacher_seed42.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Cartoon/42,1,complete,1,1,0,
formal_pacs_resnet50_mean_teacher_Cartoon_123,20,teacher,pacs,Cartoon,mean_teacher,resnet50,123,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Cartoon/123/pacs_Cartoon_resnet50_mean_teacher_seed123.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Cartoon/123,1,complete,2,1,0,
formal_pacs_resnet50_mean_teacher_Cartoon_3407,20,teacher,pacs,Cartoon,mean_teacher,resnet50,3407,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Cartoon/3407/pacs_Cartoon_resnet50_mean_teacher_seed3407.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Cartoon/3407,1,complete,2,1,0,
formal_pacs_resnet50_mean_teacher_Cartoon_2026,20,teacher,pacs,Cartoon,mean_teacher,resnet50,2026,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Cartoon/2026/pacs_Cartoon_resnet50_mean_teacher_seed2026.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Cartoon/2026,1,complete,2,1,0,
formal_pacs_resnet50_mean_teacher_Cartoon_2027,20,teacher,pacs,Cartoon,mean_teacher,resnet50,2027,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Cartoon/2027/pacs_Cartoon_resnet50_mean_teacher_seed2027.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Cartoon/2027,1,complete,2,1,0,
formal_pacs_resnet50_mean_teacher_Sketch_42,20,teacher,pacs,Sketch,mean_teacher,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Sketch/42/pacs_Sketch_resnet50_mean_teacher_seed42.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Sketch/42,1,complete,1,1,0,
formal_pacs_resnet50_mean_teacher_Sketch_123,20,teacher,pacs,Sketch,mean_teacher,resnet50,123,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Sketch/123/pacs_Sketch_resnet50_mean_teacher_seed123.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Sketch/123,1,complete,0,1,0,
formal_pacs_resnet50_mean_teacher_Sketch_3407,20,teacher,pacs,Sketch,mean_teacher,resnet50,3407,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Sketch/3407/pacs_Sketch_resnet50_mean_teacher_seed3407.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Sketch/3407,1,complete,1,1,0,
formal_pacs_resnet50_mean_teacher_Sketch_2026,20,teacher,pacs,Sketch,mean_teacher,resnet50,2026,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Sketch/2026/pacs_Sketch_resnet50_mean_teacher_seed2026.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Sketch/2026,1,complete,0,1,0,
formal_pacs_resnet50_mean_teacher_Sketch_2027,20,teacher,pacs,Sketch,mean_teacher,resnet50,2027,fixed_source_validation,,,30,64,runs/cgc_v2/teacher/pacs/resnet50/mean_teacher/Sketch/2027/pacs_Sketch_resnet50_mean_teacher_seed2027.json,results/cgc_diagnostics/teacher/pacs/resnet50/mean_teacher/Sketch/2027,1,complete,0,1,0,
ablation_cgc_feature_gate_Photo_42,30,ablation,pacs,Photo,cgc_feature_gate,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_feature_gate/Photo/42/pacs_Photo_resnet50_cgc_feature_gate_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_feature_gate/Photo/42,0,complete,0,1,0,
ablation_cgc_feature_gate_Art_Painting_42,30,ablation,pacs,Art_Painting,cgc_feature_gate,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_feature_gate/Art_Painting/42/pacs_Art_Painting_resnet50_cgc_feature_gate_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_feature_gate/Art_Painting/42,0,complete,1,1,0,
ablation_cgc_feature_gate_Cartoon_42,30,ablation,pacs,Cartoon,cgc_feature_gate,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_feature_gate/Cartoon/42/pacs_Cartoon_resnet50_cgc_feature_gate_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_feature_gate/Cartoon/42,0,complete,1,1,0,
ablation_cgc_feature_gate_Sketch_42,30,ablation,pacs,Sketch,cgc_feature_gate,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_feature_gate/Sketch/42/pacs_Sketch_resnet50_cgc_feature_gate_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_feature_gate/Sketch/42,0,complete,2,1,0,
ablation_cgc_kl_gate_Photo_42,30,ablation,pacs,Photo,cgc_kl_gate,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_kl_gate/Photo/42/pacs_Photo_resnet50_cgc_kl_gate_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_kl_gate/Photo/42,0,complete,2,1,0,
ablation_cgc_kl_gate_Art_Painting_42,30,ablation,pacs,Art_Painting,cgc_kl_gate,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_kl_gate/Art_Painting/42/pacs_Art_Painting_resnet50_cgc_kl_gate_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_kl_gate/Art_Painting/42,0,complete,1,1,0,
ablation_cgc_kl_gate_Cartoon_42,30,ablation,pacs,Cartoon,cgc_kl_gate,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_kl_gate/Cartoon/42/pacs_Cartoon_resnet50_cgc_kl_gate_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_kl_gate/Cartoon/42,0,complete,2,1,0,
ablation_cgc_kl_gate_Sketch_42,30,ablation,pacs,Sketch,cgc_kl_gate,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_kl_gate/Sketch/42/pacs_Sketch_resnet50_cgc_kl_gate_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_kl_gate/Sketch/42,0,complete,1,1,0,
ablation_cgc_combined_Photo_42,30,ablation,pacs,Photo,cgc_combined,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_combined/Photo/42/pacs_Photo_resnet50_cgc_combined_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_combined/Photo/42,0,complete,0,1,0,
ablation_cgc_combined_Art_Painting_42,30,ablation,pacs,Art_Painting,cgc_combined,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_combined/Art_Painting/42/pacs_Art_Painting_resnet50_cgc_combined_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_combined/Art_Painting/42,0,complete,2,1,0,
ablation_cgc_combined_Cartoon_42,30,ablation,pacs,Cartoon,cgc_combined,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_combined/Cartoon/42/pacs_Cartoon_resnet50_cgc_combined_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_combined/Cartoon/42,0,complete,0,1,0,
ablation_cgc_combined_Sketch_42,30,ablation,pacs,Sketch,cgc_combined,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_combined/Sketch/42/pacs_Sketch_resnet50_cgc_combined_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_combined/Sketch/42,0,complete,0,1,0,
ablation_cgc_random_Photo_42,30,ablation,pacs,Photo,cgc_random,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_random/Photo/42/pacs_Photo_resnet50_cgc_random_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_random/Photo/42,0,complete,2,1,0,
ablation_cgc_random_Art_Painting_42,30,ablation,pacs,Art_Painting,cgc_random,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_random/Art_Painting/42/pacs_Art_Painting_resnet50_cgc_random_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_random/Art_Painting/42,0,complete,0,1,0,
ablation_cgc_random_Cartoon_42,30,ablation,pacs,Cartoon,cgc_random,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_random/Cartoon/42/pacs_Cartoon_resnet50_cgc_random_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_random/Cartoon/42,0,complete,1,1,0,
ablation_cgc_random_Sketch_42,30,ablation,pacs,Sketch,cgc_random,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/ablation/pacs/resnet50/cgc_random/Sketch/42/pacs_Sketch_resnet50_cgc_random_seed42.json,results/cgc_diagnostics/ablation/pacs/resnet50/cgc_random/Sketch/42,0,complete,1,1,0,
efficiency_strong_aug_Photo_42,31,efficiency,pacs,Photo,strong_aug,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/efficiency/pacs/resnet50/strong_aug/Photo/42/pacs_Photo_resnet50_efficiency_strong_aug_Photo_42_seed42.json,results/cgc_diagnostics/efficiency/pacs/resnet50/strong_aug/Photo/42,1,complete,1,1,0,
efficiency_strong_aug_Art_Painting_42,31,efficiency,pacs,Art_Painting,strong_aug,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/efficiency/pacs/resnet50/strong_aug/Art_Painting/42/pacs_Art_Painting_resnet50_efficiency_strong_aug_Art_Painting_42_seed42.json,results/cgc_diagnostics/efficiency/pacs/resnet50/strong_aug/Art_Painting/42,1,complete,2,1,0,
efficiency_strong_aug_Cartoon_42,31,efficiency,pacs,Cartoon,strong_aug,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/efficiency/pacs/resnet50/strong_aug/Cartoon/42/pacs_Cartoon_resnet50_efficiency_strong_aug_Cartoon_42_seed42.json,results/cgc_diagnostics/efficiency/pacs/resnet50/strong_aug/Cartoon/42,1,complete,0,1,0,
efficiency_strong_aug_Sketch_42,31,efficiency,pacs,Sketch,strong_aug,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/efficiency/pacs/resnet50/strong_aug/Sketch/42/pacs_Sketch_resnet50_efficiency_strong_aug_Sketch_42_seed42.json,results/cgc_diagnostics/efficiency/pacs/resnet50/strong_aug/Sketch/42,1,complete,2,1,0,
efficiency_feature_plus_kl_Photo_42,31,efficiency,pacs,Photo,feature_plus_kl,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/efficiency/pacs/resnet50/feature_plus_kl/Photo/42/pacs_Photo_resnet50_efficiency_feature_plus_kl_Photo_42_seed42.json,results/cgc_diagnostics/efficiency/pacs/resnet50/feature_plus_kl/Photo/42,1,complete,1,1,0,
efficiency_feature_plus_kl_Art_Painting_42,31,efficiency,pacs,Art_Painting,feature_plus_kl,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/efficiency/pacs/resnet50/feature_plus_kl/Art_Painting/42/pacs_Art_Painting_resnet50_efficiency_feature_plus_kl_Art_Painting_42_seed42.json,results/cgc_diagnostics/efficiency/pacs/resnet50/feature_plus_kl/Art_Painting/42,1,complete,2,1,0,
efficiency_feature_plus_kl_Cartoon_42,31,efficiency,pacs,Cartoon,feature_plus_kl,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/efficiency/pacs/resnet50/feature_plus_kl/Cartoon/42/pacs_Cartoon_resnet50_efficiency_feature_plus_kl_Cartoon_42_seed42.json,results/cgc_diagnostics/efficiency/pacs/resnet50/feature_plus_kl/Cartoon/42,1,complete,0,1,0,
efficiency_feature_plus_kl_Sketch_42,31,efficiency,pacs,Sketch,feature_plus_kl,resnet50,42,fixed_source_validation,,,30,64,runs/cgc_v2/efficiency/pacs/resnet50/feature_plus_kl/Sketch/42/pacs_Sketch_resnet50_efficiency_feature_plus_kl_Sketch_42_seed42.json,results/cgc_diagnostics/efficiency/pacs/resnet50/feature_plus_kl/Sketch/42,1,complete,0,1,0,
nested_Photo_val_Art_Painting_strong_aug_42,40,nested,pacs,Photo,strong_aug,resnet50,42,strict_nested_inner,"Cartoon,Sketch",Art_Painting,30,64,runs/cgc_v2/nested/pacs/resnet50/strong_aug/Photo/42/pacs_Photo_resnet50_nested_Photo_val_Art_Painting_strong_aug_42_seed42.json,results/cgc_diagnostics/nested/pacs/resnet50/strong_aug/Photo/42,0,complete,1,1,0,
nested_Photo_val_Art_Painting_strong_aug_123,40,nested,pacs,Photo,strong_aug,resnet50,123,strict_nested_inner,"Cartoon,Sketch",Art_Painting,30,64,runs/cgc_v2/nested/pacs/resnet50/strong_aug/Photo/123/pacs_Photo_resnet50_nested_Photo_val_Art_Painting_strong_aug_123_seed123.json,results/cgc_diagnostics/nested/pacs/resnet50/strong_aug/Photo/123,0,complete,2,1,0,
nested_Photo_val_Art_Painting_strong_aug_3407,40,nested,pacs,Photo,strong_aug,resnet50,3407,strict_nested_inner,"Cartoon,Sketch",Art_Painting,30,64,runs/cgc_v2/nested/pacs/resnet50/strong_aug/Photo/3407/pacs_Photo_resnet50_nested_Photo_val_Art_Painting_strong_aug_3407_seed3407.json,results/cgc_diagnostics/nested/pacs/resnet50/strong_aug/Photo/3407,0,complete,1,1,0,
nested_Photo_val_Art_Painting_feature_plus_kl_42,40,nested,pacs,Photo,feature_plus_kl,resnet50,42,strict_nested_inner,"Cartoon,Sketch",Art_Painting,30,64,runs/cgc_v2/nested/pacs/resnet50/feature_plus_kl/Photo/42/pacs_Photo_resnet50_nested_Photo_val_Art_Painting_feature_plus_kl_42_seed42.json,results/cgc_diagnostics/nested/pacs/resnet50/feature_plus_kl/Photo/42,0,complete,0,1,0,
nested_Photo_val_Art_Painting_feature_plus_kl_123,40,nested,pacs,Photo,feature_plus_kl,resnet50,123,strict_nested_inner,"Cartoon,Sketch",Art_Painting,30,64,runs/cgc_v2/nested/pacs/resnet50/feature_plus_kl/Photo/123/pacs_Photo_resnet50_nested_Photo_val_Art_Painting_feature_plus_kl_123_seed123.json,results/cgc_diagnostics/nested/pacs/resnet50/feature_plus_kl/Photo/123,0,complete,2,1,0,
nested_Photo_val_Art_Painting_feature_plus_kl_3407,40,nested,pacs,Photo,feature_plus_kl,resnet50,3407,strict_nested_inner,"Cartoon,Sketch",Art_Painting,30,64,runs/cgc_v2/nested/pacs/resnet50/feature_plus_kl/Photo/3407/pacs_Photo_resnet50_nested_Photo_val_Art_Painting_feature_plus_kl_3407_seed3407.json,results/cgc_diagnostics/nested/pacs/resnet50/feature_plus_kl/Photo/3407,0,complete,2,1,0,
nested_Photo_val_Art_Painting_cgc_42,40,nested,pacs,Photo,cgc,resnet50,42,strict_nested_inner,"Cartoon,Sketch",Art_Painting,30,64,runs/cgc_v2/nested/pacs/resnet50/cgc/Photo/42/pacs_Photo_resnet50_nested_Photo_val_Art_Painting_cgc_42_seed42.json,results/cgc_diagnostics/nested/pacs/resnet50/cgc/Photo/42,0,complete,1,1,0,
nested_Photo_val_Art_Painting_cgc_123,40,nested,pacs,Photo,cgc,resnet50,123,strict_nested_inner,"Cartoon,Sketch",Art_Painting,30,64,runs/cgc_v2/nested/pacs/resnet50/cgc/Photo/123/pacs_Photo_resnet50_nested_Photo_val_Art_Painting_cgc_123_seed123.json,results/cgc_diagnostics/nested/pacs/resnet50/cgc/Photo/123,0,complete,0,1,0,
nested_Photo_val_Art_Painting_cgc_3407,40,nested,pacs,Photo,cgc,resnet50,3407,strict_nested_inner,"Cartoon,Sketch",Art_Painting,30,64,runs/cgc_v2/nested/pacs/resnet50/cgc/Photo/3407/pacs_Photo_resnet50_nested_Photo_val_Art_Painting_cgc_3407_seed3407.json,results/cgc_diagnostics/nested/pacs/resnet50/cgc/Photo/3407,0,complete,0,1,0,
nested_Photo_val_Cartoon_strong_aug_42,40,nested,pacs,Photo,strong_aug,resnet50,42,strict_nested_inner,"Art_Painting,Sketch",Cartoon,30,64,runs/cgc_v2/nested/pacs/resnet50/strong_aug/Photo/42/pacs_Photo_resnet50_nested_Photo_val_Cartoon_strong_aug_42_seed42.json,results/cgc_diagnostics/nested/pacs/resnet50/strong_aug/Photo/42,0,complete,2,1,0,
nested_Photo_val_Cartoon_strong_aug_123,40,nested,pacs,Photo,strong_aug,resnet50,123,strict_nested_inner,"Art_Painting,Sketch",Cartoon,30,64,runs/cgc_v2/nested/pacs/resnet50/strong_aug/Photo/123/pacs_Photo_resnet50_nested_Photo_val_Cartoon_strong_aug_123_seed123.json,results/cgc_diagnostics/nested/pacs/resnet50/strong_aug/Photo/123,0,complete,0,1,0,
nested_Photo_val_Cartoon_strong_aug_3407,40,nested,pacs,Photo,strong_aug,resnet50,3407,strict_nested_inner,"Art_Painting,Sketch",Cartoon,30,64,runs/cgc_v2/nested/pacs/resnet50/strong_aug/Photo/3407/pacs_Photo_resnet50_nested_Photo_val_Cartoon_strong_aug_3407_seed3407.json,results/cgc_diagnostics/nested/pacs/resnet50/strong_aug/Photo/3407,0,complete,1,1,0,
nested_Photo_val_Cartoon_feature_plus_kl_42,40,nested,pacs,Photo,feature_plus_kl,resnet50,42,strict_nested_inner,"Art_Painting,Sketch",Cartoon,30,64,runs/cgc_v2/nested/pacs/resnet50/feature_plus_kl/Photo/42/pacs_Photo_resnet50_nested_Photo_val_Cartoon_feature_plus_kl_42_seed42.json,results/cgc_diagnostics/nested/pacs/resnet50/feature_plus_kl/Photo/42,0,complete,1,1,0,
nested_Photo_val_Cartoon_feature_plus_kl_123,40,nested,pacs,Photo,feature_plus_kl,resnet50,123,strict_nested_inner,"Art_Painting,Sketch",Cartoon,30,64,runs/cgc_v2/nested/pacs/resnet50/feature_plus_kl/Photo/123/pacs_Photo_resnet50_nested_Photo_val_Cartoon_feature_plus_kl_123_seed123.json,results/cgc_diagnostics/nested/pacs/resnet50/feature_plus_kl/Photo/123,0,complete,2,1,0,
nested_Photo_val_Cartoon_feature_plus_kl_3407,40,nested,pacs,Photo,feature_plus_kl,resnet50,3407,strict_nested_inner,"Art_Painting,Sketch",Cartoon,30,64,runs/cgc_v2/nested/pacs/resnet50/feature_plus_kl/Photo/3407/pacs_Photo_resnet50_nested_Photo_val_Cartoon_feature_plus_kl_3407_seed3407.json,results/cgc_diagnostics/nested/pacs/resnet50/feature_plus_kl/Photo/3407,0,complete,1,1,0,
nested_Photo_val_Cartoon_cgc_42,40,nested,pacs,Photo,cgc,resnet50,42,strict_nested_inner,"Art_Painting,Sketch",Cartoon,30,64,runs/cgc_v2/nested/pacs/resnet50/cgc/Photo/42/pacs_Photo_resnet50_nested_Photo_val_Cartoon_cgc_42_seed42.json,results/cgc_diagnostics/nested/pacs/resnet50/cgc/Photo/42,0,complete,0,1,0,
nested_Photo_val_Cartoon_cgc_123,40,nested,pacs,Photo,cgc,resnet50,123,strict_nested_inner,"Art_Painting,Sketch",Cartoon,30,64,runs/cgc_v2/nested/pacs/resnet50/cgc/Photo/123/pacs_Photo_resnet50_nested_Photo_val_Cartoon_cgc_123_seed123.json,results/cgc_diagnostics/nested/pacs/resnet50/cgc/Photo/123,0,complete,2,1,0,
nested_Photo_val_Cartoon_cgc_3407,40,nested,pacs,Photo,cgc,resnet50,3407,strict_nested_inner,"Art_Painting,Sketch",Cartoon,30,64,runs/cgc_v2/nested/pacs/resnet50/cgc/Photo/3407/pacs_Photo_resnet50_nested_Photo_val_Cartoon_cgc_3407_seed3407.json,results/cgc_diagnostics/nested/pacs/resnet50/cgc/Photo/3407,0,complete,2,1,0,
nested_Photo_val_Sketch_strong_aug_42,40,nested,pacs,Photo,strong_aug,resnet50,42,strict_nested_inner,"Art_Painting,Cartoon",Sketch,30,64,runs/cgc_v2/nested/pacs/resnet50/strong_aug/Photo/42/pacs_Photo_resnet50_nested_Photo_val_Sketch_strong_aug_42_seed42.json,results/cgc_diagnostics/nested/pacs/resnet50/strong_aug/Photo/42,0,complete,1,1,0,
nested_Photo_val_Sketch_strong_aug_123,40,nested,pacs,Photo,strong_aug,resnet50,123,strict_nested_inner,"Art_Painting,Cartoon",Sketch,30,64,runs/cgc_v2/nested/pacs/resnet50/strong_aug/Photo/123/pacs_Photo_resnet50_nested_Photo_val_Sketch_strong_aug_123_seed123.json,results/cgc_diagnostics/nested/pacs/resnet50/strong_aug/Photo/123,0,complete,2,1,0,
nested_Photo_val_Sketch_strong_aug_3407,40,nested,pacs,Photo,strong_aug,resnet50,3407,strict_nested_inner,"Art_Painting,Cartoon",Sketch,30,64,runs/cgc_v2/nested/pacs/resnet50/strong_aug/Photo/3407/pacs_Photo_resnet50_nested_Photo_val_Sketch_strong_aug_3407_seed3407.json,results/cgc_diagnostics/nested/pacs/resnet50/strong_aug/Photo/3407,0,complete,0,1,0,
